network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,is_anycast
23.35.160.0/20,6252001,6252001,,0,0,
23.35.176.0/21,3469034,6252001,,0,0,
23.35.184.0/22,1819730,6252001,,0,0,
23.35.188.0/22,6252001,6252001,,0,0,
23.35.192.0/21,1835841,6252001,,0,0,
23.35.200.0/21,6252001,6252001,,0,0,
23.35.208.0/22,2782113,6252001,,0,0,
23.35.212.0/22,6252001,6252001,,0,0,
23.35.216.0/24,1819730,6252001,,0,0,
23.35.217.0/24,6252001,6252001,,0,0,
23.35.218.0/24,1835841,6252001,,0,0,
23.35.219.0/24,6252001,6252001,,0,0,
23.35.220.0/22,1835841,6252001,,0,0,
23.35.224.0/20,2921044,6252001,,0,0,
23.35.240.0/22,1269750,6252001,,0,0,
23.35.244.0/22,1819730,6252001,,0,0,
23.35.248.0/23,1819730,6252001,,0,0,
23.35.250.0/23,290557,6252001,,0,0,
23.35.252.0/22,6252001,6252001,,0,0,
23.36.0.0/24,1819730,6252001,,0,0,
23.36.1.0/24,6252001,6252001,,0,0,
23.36.2.0/30,6252001,6252001,,0,0,
23.36.2.4/31,1861060,6252001,,0,0,
23.36.2.6/32,1861060,6252001,,0,0,
23.36.2.7/32,6252001,6252001,,0,0,
23.36.2.8/30,6252001,6252001,,0,0,
23.36.2.12/30,1861060,6252001,,0,0,
23.36.2.16/30,6252001,6252001,,0,0,
23.36.2.20/30,1861060,6252001,,0,0,
23.36.2.24/30,6252001,6252001,,0,0,
23.36.2.28/30,1861060,6252001,,0,0,
23.36.2.32/30,6252001,6252001,,0,0,
23.36.2.36/30,1861060,6252001,,0,0,
23.36.2.40/30,6252001,6252001,,0,0,
23.36.2.44/30,1861060,6252001,,0,0,
23.36.2.48/30,6252001,6252001,,0,0,
23.36.2.52/30,1861060,6252001,,0,0,
23.36.2.56/30,6252001,6252001,,0,0,
23.36.2.60/30,1861060,6252001,,0,0,
23.36.2.64/30,6252001,6252001,,0,0,
23.36.2.68/30,1861060,6252001,,0,0,
23.36.2.72/30,6252001,6252001,,0,0,
23.36.2.76/30,1861060,6252001,,0,0,
23.36.2.80/30,6252001,6252001,,0,0,
23.36.2.84/30,1861060,6252001,,0,0,
23.36.2.88/30,6252001,6252001,,0,0,
23.36.2.92/30,1861060,6252001,,0,0,
23.36.2.96/30,6252001,6252001,,0,0,
23.36.2.100/30,1861060,6252001,,0,0,
23.36.2.104/30,6252001,6252001,,0,0,
23.36.2.108/30,1861060,6252001,,0,0,
23.36.2.112/30,6252001,6252001,,0,0,
23.36.2.116/32,1861060,6252001,,0,0,
23.36.2.117/32,6252001,6252001,,0,0,
23.36.2.118/31,1861060,6252001,,0,0,
23.36.2.120/30,6252001,6252001,,0,0,
23.36.2.124/30,1861060,6252001,,0,0,
23.36.2.128/25,6252001,6252001,,0,0,
23.36.3.0/24,6252001,6252001,,0,0,
23.36.4.0/22,1269750,6252001,,0,0,
23.36.8.0/22,6252001,6252001,,0,0,
23.36.12.0/23,6252001,6252001,,0,0,
23.36.14.0/24,6252001,6252001,,0,0,
23.36.15.0/24,2635167,6252001,,0,0,
23.36.16.0/22,1861060,6252001,,0,0,
23.36.20.0/22,6252001,6252001,,0,0,
23.36.24.0/21,1269750,6252001,,0,0,
23.36.32.0/22,6252001,6252001,,0,0,
23.36.36.0/23,1880251,6252001,,0,0,
23.36.38.0/23,6252001,6252001,,0,0,
23.36.40.0/22,3469034,6252001,,0,0,
23.36.44.0/22,6252001,6252001,,0,0,
23.36.48.0/22,1880251,6252001,,0,0,
23.36.52.0/22,1835841,6252001,,0,0,
23.36.56.0/22,6252001,6252001,,0,0,
23.36.60.0/23,6252001,6252001,,0,0,
23.36.62.0/23,3686110,6252001,,0,0,
23.36.64.0/21,6252001,6252001,,0,0,
23.36.72.0/22,6252001,6252001,,0,0,
23.36.76.0/23,3144096,6252001,,0,0,
23.36.78.0/24,6252001,6252001,,0,0,
23.36.79.0/24,3144096,6252001,,0,0,
23.36.80.0/20,6252001,6252001,,0,0,
23.36.96.0/20,1861060,6252001,,0,0,
23.36.112.0/21,6252001,6252001,,0,0,
23.36.120.0/21,2510769,6252001,,0,0,
23.36.128.0/21,1643084,6252001,,0,0,
23.36.136.0/21,6252001,6252001,,0,0,
23.36.144.0/24,2921044,6252001,,0,0,
23.36.145.0/24,1562822,6252001,,0,0,
23.36.146.0/23,1269750,6252001,,0,0,
23.36.148.0/22,3865483,6252001,,0,0,
23.36.152.0/22,6252001,6252001,,0,0,
23.36.156.0/22,2921044,6252001,,0,0,
23.36.160.0/22,2921044,6252001,,0,0,
23.36.164.0/23,3469034,6252001,,0,0,
23.36.166.0/23,6252001,6252001,,0,0,
23.36.168.0/22,2635167,6252001,,0,0,
23.36.172.0/22,6252001,6252001,,0,0,
23.36.176.0/24,6252001,6252001,,0,0,
23.36.177.0/24,1269750,6252001,,0,0,
23.36.178.0/23,6252001,6252001,,0,0,
23.36.180.0/24,6252001,6252001,,0,0,
23.36.181.0/24,294640,6252001,,0,0,
23.36.182.0/24,3175395,6252001,,0,0,
23.36.183.0/24,3996063,6252001,,0,0,
23.36.184.0/22,3996063,6252001,,0,0,
23.36.188.0/22,6252001,6252001,,0,0,
23.36.192.0/22,3996063,6252001,,0,0,
23.36.196.0/22,6252001,6252001,,0,0,
23.36.200.0/21,6252001,6252001,,0,0,
23.36.208.0/21,2782113,6252001,,0,0,
23.36.216.0/24,3996063,6252001,,0,0,
23.36.217.0/24,6252001,6252001,,0,0,
23.36.218.0/23,1861060,6252001,,0,0,
23.36.220.0/22,6252001,6252001,,0,0,
23.36.224.0/22,2658434,6252001,,0,0,
23.36.228.0/23,6252001,6252001,,0,0,
23.36.230.0/24,1819730,6252001,,0,0,
23.36.231.0/24,6252001,6252001,,0,0,
23.36.232.0/21,2921044,6252001,,0,0,
23.36.240.0/24,1668284,6252001,,0,0,
23.36.241.0/24,6252001,6252001,,0,0,
23.36.242.0/23,1643084,6252001,,0,0,
23.36.244.0/22,2750405,6252001,,0,0,
23.36.248.0/22,2635167,6252001,,0,0,
23.36.252.0/22,1880251,6252001,,0,0,
23.37.0.0/21,6252001,6252001,,0,0,
23.37.8.0/21,3469034,6252001,,0,0,
23.37.16.0/22,6252001,6252001,,0,0,
23.37.20.0/22,3996063,6252001,,0,0,
23.37.24.0/21,6252001,6252001,,0,0,
23.37.32.0/21,2921044,6252001,,0,0,
23.37.40.0/22,2921044,6252001,,0,0,
23.37.44.0/23,2921044,6252001,,0,0,
23.37.46.0/23,6252001,6252001,,0,0,
23.37.48.0/20,2921044,6252001,,0,0,
23.37.64.0/20,6252001,6252001,,0,0,
23.37.80.0/22,1733045,6252001,,0,0,
23.37.84.0/22,1269750,6252001,,0,0,
23.37.88.0/22,1880251,6252001,,0,0,
23.37.92.0/23,1861060,6252001,,0,0,
23.37.94.0/23,6252001,6252001,,0,0,
23.37.96.0/20,6252001,6252001,,0,0,
23.37.112.0/22,6252001,6252001,,0,0,
23.37.116.0/22,1861060,6252001,,0,0,
23.37.120.0/21,6252001,6252001,,0,0,
23.37.128.0/20,2077456,6252001,,0,0,
23.37.144.0/21,3865483,6252001,,0,0,
23.37.152.0/21,6252001,6252001,,0,0,
23.37.160.0/20,2510769,6252001,,0,0,
23.37.176.0/20,290557,6252001,,0,0,
23.37.192.0/22,2921044,6252001,,0,0,
23.37.196.0/22,2635167,6252001,,0,0,
23.37.200.0/21,6252001,6252001,,0,0,
23.37.208.0/20,6252001,6252001,,0,0,
23.37.224.0/23,6252001,6252001,,0,0,
23.37.226.0/24,2921044,6252001,,0,0,
23.37.227.0/24,6252001,6252001,,0,0,
23.37.228.0/22,6252001,6252001,,0,0,
23.37.232.0/22,6252001,6252001,,0,0,
23.37.236.0/22,2921044,6252001,,0,0,
23.37.240.0/20,1269750,6252001,,0,0,
23.38.0.0/20,1861060,6252001,,0,0,
23.38.16.0/20,2750405,6252001,,0,0,
23.38.32.0/20,1643084,6252001,,0,0,
23.38.48.0/20,1269750,6252001,,0,0,
23.38.64.0/21,1861060,6252001,,0,0,
23.38.72.0/22,2921044,6252001,,0,0,
23.38.76.0/22,6252001,6252001,,0,0,
23.38.80.0/22,2921044,6252001,,0,0,
23.38.84.0/22,1269750,6252001,,0,0,
23.38.88.0/21,6252001,6252001,,0,0,
23.38.96.0/23,6252001,6252001,,0,0,
23.38.98.0/23,2921044,6252001,,0,0,
23.38.100.0/22,6252001,6252001,,0,0,
23.38.104.0/22,1694008,6252001,,0,0,
23.38.108.0/24,798544,6252001,,0,0,
23.38.109.0/24,6252001,6252001,,0,0,
23.38.110.0/23,6252001,6252001,,0,0,
23.38.112.0/22,6252001,6252001,,0,0,
23.38.116.0/23,3469034,6252001,,0,0,
23.38.118.0/23,6252001,6252001,,0,0,
23.38.120.0/24,2921044,6252001,,0,0,
23.38.121.0/24,2782113,6252001,,0,0,
23.38.122.0/23,2921044,6252001,,0,0,
23.38.124.0/23,6252001,6252001,,0,0,
23.38.126.0/24,6252001,6252001,,0,0,
23.38.127.0/24,1861060,6252001,,0,0,
23.38.128.0/20,2077456,6252001,,0,0,
23.38.144.0/20,3469034,6252001,,0,0,
23.38.160.0/22,6252001,6252001,,0,0,
23.38.164.0/24,6252001,6252001,,0,0,
23.38.165.0/24,3996063,6252001,,0,0,
23.38.166.0/24,2077456,6252001,,0,0,
23.38.167.0/24,6252001,6252001,,0,0,
23.38.168.0/22,6252001,6252001,,0,0,
23.38.172.0/22,2963597,6252001,,0,0,
23.38.176.0/22,6252001,6252001,,0,0,
23.38.180.0/22,1269750,6252001,,0,0,
23.38.184.0/21,6252001,6252001,,0,0,
23.38.192.0/23,6252001,6252001,,0,0,
23.38.194.0/24,6252001,6252001,,0,0,
23.38.195.0/24,1643084,6252001,,0,0,
23.38.196.0/23,1835841,6252001,,0,0,
23.38.198.0/23,6252001,6252001,,0,0,
23.38.200.0/22,1269750,6252001,,0,0,
23.38.204.0/22,6252001,6252001,,0,0,
23.38.208.0/20,2963597,6252001,,0,0,
23.38.224.0/19,6252001,6252001,,0,0,
23.39.0.0/22,6252001,6252001,,0,0,
23.39.4.0/23,1880251,6252001,,0,0,
23.39.6.0/23,6252001,6252001,,0,0,
23.39.8.0/21,1880251,6252001,,0,0,
23.39.16.0/21,6252001,6252001,,0,0,
23.39.24.0/21,3686110,6252001,,0,0,
23.39.32.0/21,6252001,6252001,,0,0,
23.39.40.0/22,2963597,6252001,,0,0,
23.39.44.0/23,1668284,6252001,,0,0,
23.39.46.0/23,6252001,6252001,,0,0,
23.39.48.0/23,6252001,6252001,,0,0,
23.39.50.0/24,3017382,6252001,,0,0,
23.39.51.0/24,6252001,6252001,,0,0,
23.39.52.0/22,6252001,6252001,,0,0,
23.39.56.0/22,6252001,6252001,,0,0,
23.39.60.0/22,1668284,6252001,,0,0,
23.39.64.0/20,6252001,6252001,,0,0,
23.39.80.0/20,1605651,6252001,,0,0,
23.39.96.0/21,1605651,6252001,,0,0,
23.39.104.0/22,3175395,6252001,,0,0,
23.39.108.0/23,1694008,6252001,,0,0,
23.39.110.0/24,6252001,6252001,,0,0,
23.39.111.0/24,2077456,6252001,,0,0,
23.39.112.0/20,6252001,6252001,,0,0,
23.39.128.0/20,6252001,6252001,,0,0,
23.39.144.0/21,6252001,6252001,,0,0,
23.39.152.0/23,6252001,6252001,,0,0,
23.39.154.0/23,294640,6252001,,0,0,
23.39.156.0/22,2921044,6252001,,0,0,
23.39.160.0/24,1861060,6252001,,0,0,
23.39.161.0/24,6252001,6252001,,0,0,
23.39.162.0/24,1880251,6252001,,0,0,
23.39.163.0/24,6252001,6252001,,0,0,
23.39.164.0/22,6252001,6252001,,0,0,
23.39.168.0/22,6252001,6252001,,0,0,
23.39.172.0/24,6252001,6252001,,0,0,
23.39.173.0/24,1643084,6252001,,0,0,
23.39.174.0/24,6252001,6252001,,0,0,
23.39.175.0/24,1269750,6252001,,0,0,
23.39.176.0/21,1269750,6252001,,0,0,
23.39.184.0/21,6252001,6252001,,0,0,
23.39.192.0/21,6252001,6252001,,0,0,
23.39.200.0/21,102358,6252001,,0,0,
23.39.208.0/23,6252001,6252001,,0,0,
23.39.210.0/24,4566966,6252001,,0,0,
23.39.211.0/24,3469034,6252001,,0,0,
23.39.212.0/22,6251999,6252001,,0,0,
23.39.216.0/22,1861060,6252001,,0,0,
23.39.220.0/24,3469034,6252001,,0,0,
23.39.221.0/24,6252001,6252001,,0,0,
23.39.222.0/23,6252001,6252001,,0,0,
23.39.224.0/22,2635167,6252001,,0,0,
23.39.228.0/22,6252001,6252001,,0,0,
23.39.232.0/22,1643084,6252001,,0,0,
23.39.236.0/23,6252001,6252001,,0,0,
23.39.238.0/23,1643084,6252001,,0,0,
23.39.240.0/20,3017382,6252001,,0,0,
23.40.0.0/20,3017382,6252001,,0,0,
23.40.16.0/20,6252001,6252001,,0,0,
23.40.32.0/21,1880251,6252001,,0,0,
23.40.40.0/24,1880251,6252001,,0,0,
23.40.41.0/24,6252001,6252001,,0,0,
23.40.42.0/24,6252001,6252001,,0,0,
23.40.43.0/24,1835841,6252001,,0,0,
23.40.44.0/22,1835841,6252001,,0,0,
23.40.48.0/22,6252001,6252001,,0,0,
23.40.52.0/24,2077456,6252001,,0,0,
23.40.53.0/24,6252001,6252001,,0,0,
23.40.54.0/23,1694008,6252001,,0,0,
23.40.56.0/22,6252001,6252001,,0,0,
23.40.60.0/23,6252001,6252001,,0,0,
23.40.62.0/24,6252001,6252001,,0,0,
23.40.63.0/24,1643084,6252001,,0,0,
23.40.64.0/21,6252001,6252001,,0,0,
23.40.72.0/22,2077456,6252001,,0,0,
23.40.76.0/22,1562822,6252001,,0,0,
23.40.80.0/20,3996063,6252001,,0,0,
23.40.96.0/22,6252001,6252001,,0,0,
23.40.100.0/24,2921044,6252001,,0,0,
23.40.101.0/24,2077456,6252001,,0,0,
23.40.102.0/24,1269750,6252001,,0,0,
23.40.103.0/24,2077456,6252001,,0,0,
23.40.104.0/22,6252001,6252001,,0,0,
23.40.108.0/22,2623032,6252001,,0,0,
23.40.112.0/22,2510769,6252001,,0,0,
23.40.116.0/22,6252001,6252001,,0,0,
23.40.120.0/22,6252001,6252001,,0,0,
23.40.124.0/22,2661886,6252001,,0,0,
23.40.128.0/21,1861060,6252001,,0,0,
23.40.136.0/22,6252001,6252001,,0,0,
23.40.140.0/22,3175395,6252001,,0,0,
23.40.144.0/22,6252001,6252001,,0,0,
23.40.148.0/22,1861060,6252001,,0,0,
23.40.152.0/22,1861060,6252001,,0,0,
23.40.156.0/22,3175395,6252001,,0,0,
23.40.160.0/21,2077456,6252001,,0,0,
23.40.168.0/21,6252001,6252001,,0,0,
23.40.176.0/23,3686110,6252001,,0,0,
23.40.178.0/23,6252001,6252001,,0,0,
23.40.180.0/22,1819730,6252001,,0,0,
23.40.184.0/22,1819730,6252001,,0,0,
23.40.188.0/24,3865483,6252001,,0,0,
23.40.189.0/24,1819730,6252001,,0,0,
23.40.190.0/23,6252001,6252001,,0,0,
23.40.192.0/22,1861060,6252001,,0,0,
23.40.196.0/22,6252001,6252001,,0,0,
23.40.200.0/22,1668284,6252001,,0,0,
23.40.204.0/22,6252001,6252001,,0,0,
23.40.208.0/20,2963597,6252001,,0,0,
23.40.224.0/20,2623032,6252001,,0,0,
23.40.240.0/22,6252001,6252001,,0,0,
23.40.244.0/24,2921044,6252001,,0,0,
23.40.245.0/24,6252001,6252001,,0,0,
23.40.246.0/24,6252001,6252001,,0,0,
23.40.247.0/24,1269750,6252001,,0,0,
23.40.248.0/22,6252001,6252001,,0,0,
23.40.252.0/22,1694008,6252001,,0,0,
23.41.0.0/22,1643084,6252001,,0,0,
23.41.4.0/22,6252001,6252001,,0,0,
23.41.8.0/23,6252001,6252001,,0,0,
23.41.10.0/24,6252001,6252001,,0,0,
23.41.11.0/24,3895114,6252001,,0,0,
23.41.12.0/22,6252001,6252001,,0,0,
23.41.16.0/23,6252001,6252001,,0,0,
23.41.18.0/23,1880251,6252001,,0,0,
23.41.20.0/22,1861060,6252001,,0,0,
23.41.24.0/22,2802361,6252001,,0,0,
23.41.28.0/22,6252001,6252001,,0,0,
23.41.32.0/22,6252001,6252001,,0,0,
23.41.36.0/22,1880251,6252001,,0,0,
23.41.40.0/22,1643084,6252001,,0,0,
23.41.44.0/22,1733045,6252001,,0,0,
23.41.48.0/20,102358,6252001,,0,0,
23.41.64.0/20,1819730,6252001,,0,0,
23.41.80.0/20,1835841,6252001,,0,0,
23.41.96.0/21,6252001,6252001,,0,0,
23.41.104.0/22,6252001,6252001,,0,0,
23.41.108.0/22,3469034,6252001,,0,0,
23.41.112.0/22,1835841,6252001,,0,0,
23.41.116.0/23,2510769,6252001,,0,0,
23.41.118.0/23,6252001,6252001,,0,0,
23.41.120.0/22,1269750,6252001,,0,0,
23.41.124.0/22,1835841,6252001,,0,0,
23.41.128.0/20,1668284,6252001,,0,0,
23.41.144.0/20,3895114,6252001,,0,0,
23.41.160.0/22,1861060,6252001,,0,0,
23.41.164.0/24,6252001,6252001,,0,0,
23.41.165.0/24,1861060,6252001,,0,0,
23.41.166.0/24,6252001,6252001,,0,0,
23.41.167.0/24,2921044,6252001,,0,0,
23.41.168.0/22,6252001,6252001,,0,0,
23.41.172.0/22,3469034,6252001,,0,0,
23.41.176.0/23,6252001,6252001,,0,0,
23.41.178.0/24,2802361,6252001,,0,0,
23.41.179.0/24,6252001,6252001,,0,0,
23.41.180.0/23,2921044,6252001,,0,0,
23.41.182.0/23,6252001,6252001,,0,0,
23.41.184.0/24,1861060,6252001,,0,0,
23.41.185.0/24,2186224,6252001,,0,0,
23.41.186.0/24,1269750,6252001,,0,0,
23.41.187.0/24,3175395,6252001,,0,0,
23.41.188.0/22,3996063,6252001,,0,0,
23.41.192.0/20,1269750,6252001,,0,0,
23.41.208.0/22,3996063,6252001,,0,0,
23.41.212.0/22,6252001,6252001,,0,0,
23.41.216.0/22,1819730,6252001,,0,0,
23.41.220.0/22,6252001,6252001,,0,0,
23.41.224.0/20,1694008,6252001,,0,0,
23.41.240.0/22,6252001,6252001,,0,0,
23.41.244.0/24,6252001,6252001,,0,0,
23.41.245.0/24,1819730,6252001,,0,0,
23.41.246.0/23,3469034,6252001,,0,0,
23.41.248.0/22,6252001,6252001,,0,0,
23.41.252.0/23,2921044,6252001,,0,0,
23.41.254.0/23,6252001,6252001,,0,0,
23.42.0.0/20,953987,6252001,,0,0,
23.42.16.0/20,2921044,6252001,,0,0,
23.42.32.0/19,2186224,6252001,,0,0,
23.42.64.0/20,1861060,6252001,,0,0,
23.42.80.0/20,6252001,6252001,,0,0,
23.42.96.0/20,1668284,6252001,,0,0,
23.42.112.0/20,1861060,6252001,,0,0,
23.42.128.0/20,3469034,6252001,,0,0,
23.42.144.0/22,6252001,6252001,,0,0,
23.42.148.0/23,6252001,6252001,,0,0,
23.42.150.0/24,6251999,6252001,,0,0,
23.42.151.0/24,6252001,6252001,,0,0,
23.42.152.0/22,1269750,6252001,,0,0,
23.42.156.0/23,6252001,6252001,,0,0,
23.42.158.0/23,660013,6252001,,0,0,
23.42.160.0/20,2750405,6252001,,0,0,
23.42.176.0/21,1880251,6252001,,0,0,
23.42.184.0/22,1861060,6252001,,0,0,
23.42.188.0/22,2077456,6252001,,0,0,
23.42.192.0/21,3469034,6252001,,0,0,
23.42.200.0/21,6252001,6252001,,0,0,
23.42.208.0/21,1835841,6252001,,0,0,
23.42.216.0/21,660013,6252001,,0,0,
23.42.224.0/20,2077456,6252001,,0,0,
23.42.240.0/20,953987,6252001,,0,0,
23.43.0.0/22,1861060,6252001,,0,0,
23.43.4.0/22,6252001,6252001,,0,0,
23.43.8.0/21,6252001,6252001,,0,0,
23.43.16.0/20,660013,6252001,,0,0,
23.43.32.0/22,2635167,6252001,,0,0,
23.43.36.0/22,1643084,6252001,,0,0,
23.43.40.0/22,1733045,6252001,,0,0,
23.43.44.0/22,6252001,6252001,,0,0,
23.43.48.0/23,6252001,6252001,,0,0,
23.43.50.0/24,1819730,6252001,,0,0,
23.43.51.0/24,6252001,6252001,,0,0,
23.43.52.0/22,2077456,6252001,,0,0,
23.43.56.0/22,6252001,6252001,,0,0,
23.43.60.0/22,2921044,6252001,,0,0,
23.43.64.0/21,2635167,6252001,,0,0,
23.43.72.0/22,2635167,6252001,,0,0,
23.43.76.0/23,2635167,6252001,,0,0,
23.43.78.0/23,6252001,6252001,,0,0,
23.43.80.0/23,3175395,6252001,,0,0,
23.43.82.0/23,6252001,6252001,,0,0,
23.43.84.0/22,6252001,6252001,,0,0,
23.43.88.0/21,6252001,6252001,,0,0,
23.43.96.0/20,6252001,6252001,,0,0,
23.43.112.0/21,1269750,6252001,,0,0,
23.43.120.0/21,6252001,6252001,,0,0,
23.43.128.0/20,3017382,6252001,,0,0,
23.43.144.0/20,2186224,6252001,,0,0,
23.43.160.0/24,6252001,6252001,,0,0,
23.43.161.0/24,6251999,6252001,,0,0,
23.43.162.0/23,1605651,6252001,,0,0,
23.43.164.0/24,6252001,6252001,,0,0,
23.43.165.0/24,1835841,6252001,,0,0,
23.43.166.0/23,1269750,6252001,,0,0,
23.43.168.0/24,2077456,6252001,,0,0,
23.43.169.0/24,1819730,6252001,,0,0,
23.43.170.0/23,6252001,6252001,,0,0,
23.43.172.0/23,6252001,6252001,,0,0,
23.43.174.0/23,3175395,6252001,,0,0,
23.43.176.0/20,6252001,6252001,,0,0,
23.43.192.0/19,6252001,6252001,,0,0,
23.43.224.0/20,6252001,6252001,,0,0,
23.43.240.0/24,1694008,6252001,,0,0,
23.43.241.0/24,6252001,6252001,,0,0,
23.43.242.0/23,6251999,6252001,,0,0,
23.43.244.0/22,6252001,6252001,,0,0,
23.43.248.0/24,1643084,6252001,,0,0,
23.43.249.0/24,2510769,6252001,,0,0,
23.43.250.0/23,1861060,6252001,,0,0,
23.43.252.0/22,6252001,6252001,,0,0,
23.44.0.0/22,1880251,6252001,,0,0,
23.44.4.0/23,1880251,6252001,,0,0,
23.44.6.0/23,6252001,6252001,,0,0,
23.44.8.0/23,1819730,6252001,,0,0,
23.44.10.0/23,1269750,6252001,,0,0,
23.44.12.0/22,1861060,6252001,,0,0,
23.44.16.0/20,6252001,6252001,,0,0,
23.44.32.0/20,3144096,6252001,,0,0,
23.44.48.0/21,6252001,6252001,,0,0,
23.44.56.0/22,6252001,6252001,,0,0,
23.44.60.0/22,2921044,6252001,,0,0,
23.44.64.0/22,2635167,6252001,,0,0,
23.44.68.0/22,2750405,6252001,,0,0,
23.44.72.0/21,6252001,6252001,,0,0,
23.44.80.0/20,6252001,6252001,,0,0,
23.44.96.0/23,6252001,6252001,,0,0,
23.44.98.0/24,6252001,6252001,,0,0,
23.44.99.0/24,2782113,6252001,,0,0,
23.44.100.0/22,6252001,6252001,,0,0,
23.44.104.0/22,6252001,6252001,,0,0,
23.44.108.0/23,2921044,6252001,,0,0,
23.44.110.0/23,6252001,6252001,,0,0,
23.44.112.0/20,2921044,6252001,,0,0,
23.44.128.0/21,6252001,6252001,,0,0,
23.44.136.0/23,6252001,6252001,,0,0,
23.44.138.0/24,1880251,6252001,,0,0,
23.44.139.0/24,6252001,6252001,,0,0,
23.44.140.0/22,6252001,6252001,,0,0,
23.44.144.0/21,6252001,6252001,,0,0,
23.44.152.0/21,1694008,6252001,,0,0,
23.44.160.0/21,6252001,6252001,,0,0,
23.44.168.0/24,2077456,6252001,,0,0,
23.44.169.0/24,6252001,6252001,,0,0,
23.44.170.0/24,6252001,6252001,,0,0,
23.44.171.0/24,1880251,6252001,,0,0,
23.44.172.0/24,6252001,6252001,,0,0,
23.44.173.0/24,1835841,6252001,,0,0,
23.44.174.0/24,1861060,6252001,,0,0,
23.44.175.0/24,6252001,6252001,,0,0,
23.44.176.0/20,3469034,6252001,,0,0,
23.44.192.0/20,6252001,6252001,,0,0,
23.44.208.0/22,6252001,6252001,,0,0,
23.44.212.0/23,6252001,6252001,,0,0,
23.44.214.0/24,1880251,6252001,,0,0,
23.44.215.0/24,3077311,6252001,,0,0,
23.44.216.0/22,1819730,6252001,,0,0,
23.44.220.0/22,1694008,6252001,,0,0,
23.44.224.0/24,1835841,6252001,,0,0,
23.44.225.0/24,6252001,6252001,,0,0,
23.44.226.0/23,6252001,6252001,,0,0,
23.44.228.0/23,6252001,6252001,,0,0,
23.44.230.0/24,6252001,6252001,,0,0,
23.44.231.0/24,3895114,6252001,,0,0,
23.44.232.0/22,6252001,6252001,,0,0,
23.44.236.0/24,1269750,6252001,,0,0,
23.44.237.0/24,1819730,6252001,,0,0,
23.44.238.0/23,6252001,6252001,,0,0,
23.44.240.0/20,6252001,6252001,,0,0,
23.45.0.0/22,6252001,6252001,,0,0,
23.45.4.0/22,3996063,6252001,,0,0,
23.45.8.0/23,6252001,6252001,,0,0,
23.45.10.0/23,1269750,6252001,,0,0,
23.45.12.0/23,6252001,6252001,,0,0,
23.45.14.0/23,3469034,6252001,,0,0,
23.45.16.0/20,6252001,6252001,,0,0,
23.45.32.0/22,6252001,6252001,,0,0,
23.45.36.0/23,1861060,6252001,,0,0,
23.45.38.0/24,1819730,6252001,,0,0,
23.45.39.0/24,3469034,6252001,,0,0,
23.45.40.0/22,6252001,6252001,,0,0,
23.45.44.0/23,6252001,6252001,,0,0,
23.45.46.0/24,6252001,6252001,,0,0,
23.45.47.0/24,1269750,6252001,,0,0,
23.45.48.0/20,6252001,6252001,,0,0,
23.45.64.0/22,6252001,6252001,,0,0,
23.45.68.0/22,3175395,6252001,,0,0,
23.45.72.0/22,6251999,6252001,,0,0,
23.45.76.0/23,6252001,6252001,,0,0,
23.45.78.0/24,1819730,6252001,,0,0,
23.45.79.0/24,6252001,6252001,,0,0,
23.45.80.0/22,2186224,6252001,,0,0,
23.45.84.0/22,6252001,6252001,,0,0,
23.45.88.0/23,6252001,6252001,,0,0,
23.45.90.0/24,6252001,6252001,,0,0,
23.45.91.0/24,1269750,6252001,,0,0,
23.45.92.0/23,3996063,6252001,,0,0,
23.45.94.0/24,3996063,6252001,,0,0,
23.45.95.0/24,6252001,6252001,,0,0,
23.45.96.0/20,2921044,6252001,,0,0,
23.45.112.0/23,6252001,6252001,,0,0,
23.45.114.0/24,1861060,6252001,,0,0,
23.45.115.0/24,2921044,6252001,,0,0,
23.45.116.0/24,1861060,6252001,,0,0,
23.45.117.0/24,6252001,6252001,,0,0,
23.45.118.0/23,6252001,6252001,,0,0,
23.45.120.0/24,294640,6252001,,0,0,
23.45.121.0/24,3017382,6252001,,0,0,
23.45.122.0/24,3175395,6252001,,0,0,
23.45.123.0/24,6252001,6252001,,0,0,
23.45.124.0/24,1819730,6252001,,0,0,
23.45.125.0/24,3175395,6252001,,0,0,
23.45.126.0/23,6252001,6252001,,0,0,
23.45.128.0/23,1861060,6252001,,0,0,
23.45.130.0/23,6252001,6252001,,0,0,
23.45.132.0/22,6252001,6252001,,0,0,
23.45.136.0/22,6252001,6252001,,0,0,
23.45.140.0/22,1861060,6252001,,0,0,
23.45.144.0/22,3144096,6252001,,0,0,
23.45.148.0/22,6252001,6252001,,0,0,
23.45.152.0/24,1861060,6252001,,0,0,
23.45.153.0/24,2510769,6252001,,0,0,
23.45.154.0/23,6252001,6252001,,0,0,
23.45.156.0/22,3469034,6252001,,0,0,
23.45.160.0/21,1269750,6252001,,0,0,
23.45.168.0/23,2077456,6252001,,0,0,
23.45.170.0/23,6252001,6252001,,0,0,
23.45.172.0/23,6252001,6252001,,0,0,
23.45.174.0/23,2750405,6252001,,0,0,
23.45.176.0/24,1733045,6252001,,0,0,
23.45.177.0/24,6252001,6252001,,0,0,
23.45.178.0/23,6252001,6252001,,0,0,
23.45.180.0/22,6252001,6252001,,0,0,
