network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius,is_anycast
2.26.112.0/24,2648997,2635167,,0,0,SW6,51.4770,-0.1959,20,
2.26.113.0/24,2640132,2635167,,0,0,WF8,53.6911,-1.3127,5,
2.26.114.0/25,2633976,2635167,,0,0,SS11,51.6005,0.5657,5,
2.26.114.128/25,2644100,2635167,,0,0,SA14,51.7558,-4.1127,10,
2.26.115.0/24,2649957,2635167,,0,0,KT17,51.3304,-0.2680,5,
2.26.116.0/24,2648579,2635167,,0,0,G65,55.9707,-4.0636,50,
2.26.117.0/24,2645456,2635167,,0,0,PE33,52.6268,0.5001,20,
2.26.118.0/24,2637861,2635167,,0,0,DA15,51.4409,0.0985,5,
2.26.119.0/24,12266665,2635167,,0,0,SA43,52.0817,-4.6369,100,
2.26.120.0/25,2650122,2635167,,0,0,IV30,57.6514,-3.3308,5,
2.26.120.128/25,2641639,2635167,,0,0,E6,51.5291,0.0527,5,
2.26.121.0/24,2655984,2635167,,0,0,BT7,54.5800,-5.9280,5,
2.26.122.0/24,2655603,2635167,,0,0,B17,52.4554,-1.9565,10,
2.26.123.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.124.0/24,2640358,2635167,,0,0,PH1,56.4007,-3.4264,100,
2.26.125.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.126.0/24,2644487,2635167,,0,0,LN6,53.1917,-0.6731,10,
2.26.127.0/24,2648579,2635167,,0,0,G73,55.8309,-4.2143,50,
2.26.128.0/24,2640275,2635167,,0,0,HA5,51.5808,-0.3793,5,
2.26.129.0/25,2651123,2635167,,0,0,DN1,53.5233,-1.1268,5,
2.26.129.128/25,3333200,2635167,,0,0,SE15,51.4647,-0.0509,5,
2.26.130.0/24,2649889,2635167,,0,0,CM8,51.8301,0.5830,100,
2.26.131.0/24,2647383,2635167,,0,0,CO12,51.9414,1.2834,5,
2.26.132.0/24,2653822,2635167,,0,0,CF11,51.4801,-3.1855,5,
2.26.133.0/24,2648579,2635167,,0,0,G45,55.8070,-4.2290,10,
2.26.134.0/25,2657770,2635167,,0,0,BB5,53.7530,-2.3590,5,
2.26.134.128/25,2639022,2635167,,0,0,TN2,51.1430,0.3219,5,
2.26.135.0/24,2656719,2635167,,0,0,HP20,51.8167,-0.8055,10,
2.26.136.0/24,2656719,2635167,,0,0,HP19,51.8167,-0.8055,5,
2.26.137.0/24,2639022,2635167,,0,0,TN4,51.1670,0.2383,5,
2.26.138.0/24,2638419,2635167,,0,0,YO12,54.2999,-0.4484,100,
2.26.139.0/24,2648404,2635167,,0,0,GL4,51.8345,-2.2174,100,
2.26.140.0/24,2637891,2635167,,0,0,SY1,52.7101,-2.7485,5,
2.26.141.0/24,2637627,2635167,,0,0,SL3,51.4770,-0.5230,5,
2.26.142.0/24,2652221,2635167,,0,0,CV1,52.4064,-1.5082,100,
2.26.143.0/24,2641520,2635167,,0,0,BT36,54.6581,-5.9045,10,
2.26.144.0/24,2653228,2635167,,0,0,CH2,53.2642,-2.8174,5,
2.26.145.0/25,2634873,2635167,,0,0,CH45,53.4219,-3.0546,5,
2.26.145.128/25,2656046,2635167,,0,0,MK40,52.1346,-0.4663,5,
2.26.146.0/24,2643123,2635167,,0,0,M3,53.4809,-2.2374,5,
2.26.147.0/24,2637490,2635167,,0,0,UB2,51.4968,-0.3776,5,
2.26.148.0/24,2649723,2635167,,0,0,FK2,56.0711,-3.7696,5,
2.26.149.0/24,2640312,2635167,,0,0,YO18,54.2524,-0.7690,10,
2.26.150.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.151.0/24,2633883,2635167,,0,0,SK9,53.3299,-2.2288,100,
2.26.152.0/24,2645724,2635167,,0,0,DY11,52.3728,-2.2522,10,
2.26.153.0/24,2643027,2635167,,0,0,LE16,52.4678,-0.9154,20,
2.26.154.0/24,2636910,2635167,,0,0,FK8,56.1142,-3.9484,50,
2.26.155.0/24,2655572,2635167,,0,0,SY9,52.5001,-2.9896,20,
2.26.156.0/24,2644559,2635167,,0,0,BN7,50.8771,0.0071,5,
2.26.157.0/24,2638077,2635167,,0,0,S10,53.3500,-1.5500,20,
2.26.158.0/24,2633485,2635167,,0,0,LL11,53.0667,-3.0667,10,
2.26.159.0/24,2649789,2635167,,0,0,IP23,52.3174,1.1518,50,
2.26.160.0/25,2646073,2635167,,0,0,AB51,57.2845,-2.3774,10,
2.26.160.128/25,2641181,2635167,,0,0,NR3,52.6259,1.3032,5,
2.26.161.0/25,2633883,2635167,,0,0,SK9,53.3299,-2.2288,5,
2.26.161.128/25,2638651,2635167,,0,0,PL12,50.4148,-4.2083,5,
2.26.162.0/25,2654675,2635167,,0,0,BS30,51.4244,-2.4542,5,
2.26.162.128/25,2638678,2635167,,0,0,M33,53.4236,-2.3113,5,
2.26.163.0/25,2639192,2635167,,0,0,RM5,51.5967,0.1693,5,
2.26.163.128/25,2644668,2635167,,0,0,LE5,52.6513,-1.0876,5,
2.26.164.0/25,2642786,2635167,,0,0,SN12,51.3631,-2.1365,5,
2.26.164.128/25,3345437,2635167,,0,0,NW1,51.5415,-0.1445,5,
2.26.165.0/24,2645724,2635167,,0,0,DY11,52.3728,-2.2522,50,
2.26.166.0/24,2642465,2635167,,0,0,MK3,51.9916,-0.7357,5,
2.26.167.0/25,2644556,2635167,,0,0,SE23,51.4504,-0.0367,20,
2.26.167.128/25,2655562,2635167,,0,0,CM23,51.8637,0.1662,5,
2.26.168.0/24,2647694,2635167,,0,0,E8,51.5507,-0.0537,5,
2.26.169.0/24,2637627,2635167,,0,0,SL3,51.4770,-0.5230,5,
2.26.170.0/25,2634812,2635167,,0,0,SW17,51.4320,-0.1699,5,
2.26.170.128/25,2653941,2635167,,0,0,CB4,52.2242,0.1315,5,
2.26.171.0/24,2646673,2635167,,0,0,CH8,53.2838,-3.2442,5,
2.26.172.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.173.0/24,2651123,2635167,,0,0,DN11,53.4154,-1.0522,20,
2.26.174.0/25,2637627,2635167,,0,0,SL3,51.4770,-0.5230,5,
2.26.174.128/25,2650839,2635167,,0,0,DY3,52.5196,-2.1918,5,
2.26.175.0/24,2636177,2635167,,0,0,TA2,51.0682,-3.0421,5,
2.26.176.0/24,2650225,2635167,,0,0,EH8,55.9489,-3.1632,5,
2.26.177.0/25,3333170,2635167,,0,0,ME3,51.4223,0.5095,5,
2.26.177.128/25,2655984,2635167,,0,0,BT11,54.5800,-5.9280,5,
2.26.178.0/24,2638419,2635167,,0,0,YO12,54.2999,-0.4484,10,
2.26.179.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.180.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.181.0/24,2634618,2635167,,0,0,BS28,51.2275,-2.8220,20,
2.26.182.0/24,2656046,2635167,,0,0,MK43,52.2053,-0.6081,100,
2.26.183.0/25,6690829,2635167,,0,0,KT6,51.3842,-0.2872,5,
2.26.183.128/25,2641639,2635167,,0,0,E6,51.5291,0.0527,5,
2.26.184.0/24,2645605,2635167,,0,0,KA2,55.5637,-4.5801,10,
2.26.185.0/24,2635043,2635167,,0,0,ST14,52.9056,-1.8649,100,
2.26.186.0/24,2649808,2635167,,0,0,EX4,50.7321,-3.5300,10,
2.26.187.0/24,2641022,2635167,,0,0,OL2,53.5689,-2.0887,5,
2.26.188.0/25,2650732,2635167,,0,0,KY11,56.0307,-3.4906,5,
2.26.188.128/25,2654200,2635167,,0,0,DE15,52.8312,-1.5858,5,
2.26.189.0/24,6690829,2635167,,0,0,KT1,51.4126,-0.3086,5,
2.26.190.0/25,2642543,2635167,,0,0,IP28,52.3374,0.5269,10,
2.26.190.128/25,2643337,2635167,,0,0,LE17,52.4475,-1.2051,5,
2.26.191.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.192.0/24,2647349,2635167,,0,0,AL10,51.7639,-0.2236,5,
2.26.193.0/24,2642465,2635167,,0,0,MK2,51.9947,-0.7221,5,
2.26.194.0/24,2653877,2635167,,0,0,CT2,51.3005,1.1233,50,
2.26.195.0/24,2646557,2635167,,0,0,RH13,50.9872,-0.4005,10,
2.26.196.0/25,2633948,2635167,,0,0,WN5,53.4969,-2.7072,5,
2.26.196.128/25,2648928,2635167,,0,0,TD1,55.6146,-2.8069,5,
2.26.197.0/24,2653941,2635167,,0,0,CB4,52.2242,0.1315,50,
2.26.198.0/24,2639912,2635167,,0,0,PR2,53.7740,-2.7057,5,
2.26.199.0/24,2648182,2635167,,0,0,RM16,51.5197,0.3710,100,
2.26.200.0/25,6620308,2635167,,0,0,SS0,51.5490,0.7015,5,
2.26.200.128/25,2640349,2635167,,0,0,SR8,54.7585,-1.3383,5,
2.26.201.0/25,2636671,2635167,,0,0,BA16,51.1235,-2.7346,5,
2.26.201.128/25,2649808,2635167,,0,0,EX5,50.7869,-3.4896,10,
2.26.202.0/25,2638664,2635167,,0,0,SP2,51.1003,-1.8785,5,
2.26.202.128/25,2653680,2635167,,0,0,BT38,54.7158,-5.8058,5,
2.26.203.0/25,2633691,2635167,,0,0,WV8,52.6296,-2.1985,5,
2.26.203.128/25,2647425,2635167,,0,0,HA1,51.5828,-0.3448,5,
2.26.204.0/25,2654710,2635167,,0,0,BN2,50.8302,-0.1336,5,
2.26.204.128/25,2651048,2635167,,0,0,CT17,51.1274,1.2925,5,
2.26.205.0/24,2643825,2635167,,0,0,PA30,56.0165,-5.4443,5,
2.26.206.0/24,2634812,2635167,,0,0,SW12,51.4479,-0.1377,5,
2.26.207.0/25,3333200,2635167,,0,0,SE5,51.4743,-0.0928,5,
2.26.207.128/25,2645972,2635167,,0,0,NE32,54.9874,-1.4833,5,
2.26.208.0/25,2651347,2635167,,0,0,DE3,52.8996,-1.5396,5,
2.26.208.128/25,2647428,2635167,,0,0,HG2,53.9882,-1.5322,20,
2.26.209.0/24,2651739,2635167,,0,0,EX15,50.8657,-3.4024,200,
2.26.210.0/25,6696365,2635167,,0,0,E18,51.5878,0.0150,5,
2.26.210.128/25,2656725,2635167,,0,0,EX13,50.7826,-2.9979,20,
2.26.211.0/24,2633352,2635167,,0,0,YO24,53.9455,-1.1171,50,
2.26.212.0/24,3333200,2635167,,0,0,SE15,51.4647,-0.0509,5,
2.26.213.0/25,2656955,2635167,,0,0,TN24,51.1469,0.8773,5,
2.26.213.128/25,2641557,2635167,,0,0,TQ12,50.5259,-3.6165,5,
2.26.214.0/24,2653261,2635167,,0,0,GL50,51.9037,-2.0848,100,
2.26.215.0/24,2647349,2635167,,0,0,AL9,51.7475,-0.2029,50,
2.26.216.0/25,2640354,2635167,,0,0,PE1,52.5836,-0.2528,5,
2.26.216.128/25,2637476,2635167,,0,0,SS7,51.5442,0.5437,5,
2.26.217.0/24,2654675,2635167,,0,0,BS40,51.3499,-2.6934,200,
2.26.218.0/24,2643028,2635167,,0,0,TF9,52.9054,-2.4901,20,
2.26.219.0/24,2636531,2635167,,0,0,DH5,54.8021,-1.4376,10,
2.26.220.0/24,2639996,2635167,,0,0,PO1,50.7991,-1.0948,5,
2.26.221.0/25,2634677,2635167,,0,0,WD25,51.6555,-0.3893,5,
2.26.221.128/25,2639325,2635167,,0,0,DE5,53.0333,-1.3971,5,
2.26.222.0/24,2634812,2635167,,0,0,SW12,51.4479,-0.1377,5,
2.26.223.0/24,2639902,2635167,,0,0,EH32,55.9594,-2.9804,10,
2.26.224.0/25,2638853,2635167,,0,0,PL25,50.3345,-4.7636,5,
2.26.224.128/25,2636486,2635167,,0,0,B73,52.5665,-1.8159,20,
2.26.225.0/24,2636531,2635167,,0,0,SR5,54.9200,-1.4290,200,
2.26.226.0/24,2633729,2635167,,0,0,OX29,51.7822,-1.4851,5,
2.26.227.0/24,2657471,2635167,,0,0,FK10,56.1185,-3.7941,5,
2.26.228.0/24,2653822,2635167,,0,0,CF23,51.5131,-3.1588,5,
2.26.229.0/24,3333200,2635167,,0,0,SE1,51.5088,-0.0930,5,
2.26.230.0/24,2646277,2635167,,0,0,IG1,51.5564,0.0715,10,
2.26.231.0/25,6690866,2635167,,0,0,KT6,51.3878,-0.2945,5,
2.26.231.128/25,2638756,2635167,,0,0,TN38,50.8546,0.5362,5,
2.26.232.0/24,2634582,2635167,,0,0,CV35,52.1861,-1.5847,10,
2.26.233.0/24,2636486,2635167,,0,0,B76,52.5319,-1.7424,10,
2.26.234.0/25,2648063,2635167,,0,0,WR14,52.0958,-2.3291,5,
2.26.234.128/25,2642607,2635167,,0,0,TS3,54.5469,-1.1878,5,
2.26.235.0/24,2633563,2635167,,0,0,WR2,52.1894,-2.2451,5,
2.26.236.0/24,2641170,2635167,,0,0,NG4,52.9687,-1.0889,5,
2.26.237.0/24,2649833,2635167,,0,0,WR11,52.0843,-1.9364,5,
2.26.238.0/24,2655603,2635167,,0,0,B31,52.4165,-1.9656,5,
2.26.239.0/24,2636769,2635167,,0,0,DY8,52.4523,-2.1377,5,
2.26.240.0/24,2639192,2635167,,0,0,RM1,51.5752,0.1875,5,
2.26.241.0/24,2636713,2635167,,0,0,CV37,52.1824,-1.6992,5,
2.26.242.0/24,2655099,2635167,,0,0,PE10,52.7659,-0.3834,5,
2.26.243.0/24,2638081,2635167,,0,0,ME12,51.4344,0.7708,10,
2.26.244.0/24,2634920,2635167,,0,0,PL27,50.5166,-4.8337,20,
2.26.245.0/24,2636484,2635167,,0,0,NG17,53.1187,-1.2649,5,
2.26.246.0/23,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.26.248.0/24,2643123,2635167,,0,0,M20,53.4146,-2.2274,5,
2.26.249.0/24,2652618,2635167,,0,0,CO3,51.8873,0.8638,20,
2.26.250.0/24,2641290,2635167,,0,0,UB5,51.5494,-0.3664,5,
2.26.251.0/24,2648657,2635167,,0,0,ME8,51.3639,0.6140,5,
2.26.252.0/25,2653346,2635167,,0,0,TA20,50.8742,-2.9643,10,
2.26.252.128/25,2655237,2635167,,0,0,BL3,53.5652,-2.3765,5,
2.26.253.0/24,2635597,2635167,,0,0,NN12,52.1336,-0.9906,5,
2.26.254.0/24,2634341,2635167,,0,0,SW1,51.5026,-0.1339,5,
2.26.255.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.0.0/25,2634341,2635167,,0,0,SW1,51.5026,-0.1339,5,
2.27.0.128/25,2655603,2635167,,0,0,B45,52.4003,-2.0033,20,
2.27.1.0/25,2653266,2635167,,0,0,CM3,51.6766,0.7696,10,
2.27.1.128/25,2653261,2635167,,0,0,GL52,51.9037,-2.0848,5,
2.27.2.0/24,2654938,2635167,,0,0,CM7,51.8812,0.5545,5,
2.27.3.0/24,2645826,2635167,,0,0,LA9,54.3247,-2.7443,5,
2.27.4.0/25,2637106,2635167,,0,0,SK15,53.4834,-2.0596,20,
2.27.4.128/25,2657471,2635167,,0,0,FK10,56.1185,-3.7941,5,
2.27.5.0/24,2654014,2635167,,0,0,NP26,51.5828,-2.7588,50,
2.27.6.0/24,2640106,2635167,,0,0,NP4,51.7010,-3.0380,5,
2.27.7.0/25,2652618,2635167,,0,0,CO7,51.8509,1.0031,10,
2.27.7.128/25,2654993,2635167,,0,0,BD4,53.7644,-1.7336,5,
2.27.8.0/24,2652002,2635167,,0,0,CW2,53.0491,-2.4196,5,
2.27.9.0/24,2641157,2635167,,0,0,CV11,52.5207,-1.4654,5,
2.27.10.0/25,2655273,2635167,,0,0,PL31,50.4677,-4.7226,5,
2.27.10.128/25,2655273,2635167,,0,0,PL31,50.4677,-4.7226,10,
2.27.11.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.12.0/24,2639842,2635167,,0,0,CR8,51.3368,-0.1120,10,
2.27.13.0/24,2653266,2635167,,0,0,CM2,51.7004,0.4446,5,
2.27.14.0/24,2641673,2635167,,0,0,NE15,54.9821,-1.7024,5,
2.27.15.0/24,2639690,2635167,,0,0,RM13,51.5181,0.1940,5,
2.27.16.0/25,2642534,2635167,,0,0,SA73,51.7083,-5.0307,5,
2.27.16.128/25,2654991,2635167,,0,0,BA15,51.3452,-2.2548,5,
2.27.17.0/25,2651698,2635167,,0,0,KY15,56.3197,-3.0051,5,
2.27.17.128/25,2639388,2635167,,0,0,DL10,54.4004,-1.7358,5,
2.27.18.0/24,2641181,2635167,,0,0,NR1,52.6261,1.3034,5,
2.27.19.0/24,2655315,2635167,,0,0,NE24,55.1209,-1.5112,5,
2.27.20.0/24,2650798,2635167,,0,0,DG1,55.0696,-3.6114,100,
2.27.21.0/25,2651852,2635167,,0,0,TN6,51.0604,0.1617,5,
2.27.21.128/25,2652676,2635167,,0,0,CA13,54.6651,-3.3648,5,
2.27.22.0/25,2641673,2635167,,0,0,NE27,55.0357,-1.5158,5,
2.27.22.128/28,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.22.144/29,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.22.152/30,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.22.157/32,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.22.158/31,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.22.160/27,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.22.192/26,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.23.0/24,2646914,2635167,,0,0,HP10,51.5705,-0.6839,5,
2.27.24.0/24,6693031,2635167,,0,0,SE26,51.4300,-0.0492,5,
2.27.25.0/24,2641170,2635167,,0,0,NG1,52.9538,-1.1571,100,
2.27.26.0/24,2653883,2635167,,0,0,WS11,52.7004,-2.0269,5,
2.27.27.0/25,8299847,2635167,,0,0,TA14,50.9332,-2.7528,10,
2.27.27.128/25,2644668,2635167,,0,0,LE3,52.6181,-1.1804,5,
2.27.28.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.29.0/24,2655603,2635167,,0,0,B46,52.4983,-1.7027,5,
2.27.30.0/24,2650752,2635167,,0,0,DD3,56.5292,-3.0745,5,
2.27.31.0/25,2651621,2635167,,0,0,RM9,51.5565,0.1340,5,
2.27.31.128/25,2657324,2635167,,0,0,SP10,51.2105,-1.5001,5,
2.27.32.0/24,2648997,2635167,,0,0,W12,51.5043,-0.2211,5,
2.27.33.0/24,2644737,2635167,,0,0,CV32,52.3006,-1.5292,100,
2.27.34.0/24,2639970,2635167,,0,0,EN6,51.6960,-0.1735,5,
2.27.35.0/24,2654675,2635167,,0,0,BS34,51.5268,-2.5613,5,
2.27.36.0/24,2641430,2635167,,0,0,NN4,52.1972,-0.8873,5,
2.27.37.0/24,2637329,2635167,,0,0,NE33,54.9999,-1.4386,5,
2.27.38.0/24,2634124,2635167,,0,0,SY13,52.9667,-2.6833,5,
2.27.39.0/24,2652974,2635167,,0,0,CO15,51.7881,1.1582,50,
2.27.40.0/24,2646686,2635167,,0,0,LL65,53.3031,-4.6370,50,
2.27.41.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.42.0/24,8581595,2635167,,0,0,N22,51.6004,-0.1168,5,
2.27.43.0/24,2639912,2635167,,0,0,PR3,53.8139,-2.7322,10,
2.27.44.0/24,2652053,2635167,,0,0,RH10,51.1189,-0.0818,5,
2.27.45.0/24,2650752,2635167,,0,0,DD3,56.5292,-3.0745,100,
2.27.46.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.47.0/24,2656192,2635167,,0,0,RG21,51.2604,-1.0825,50,
2.27.48.0/24,2647694,2635167,,0,0,E9,51.5384,-0.0390,5,
2.27.49.0/24,3345283,2635167,,0,0,CF40,51.6251,-3.4723,100,
2.27.50.0/24,2655237,2635167,,0,0,BL4,53.5501,-2.4003,50,
2.27.51.0/24,2657835,2635167,,0,0,CF44,51.7187,-3.4318,5,
2.27.52.0/24,2654675,2635167,,0,0,BS8,51.4609,-2.6238,5,
2.27.53.0/24,2654675,2635167,,0,0,BS8,51.4609,-2.6238,50,
2.27.54.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.55.0/24,2641843,2635167,,0,0,SA11,51.6667,-3.7500,20,
2.27.56.0/25,2636802,2635167,,0,0,LE9,52.5484,-1.2793,5,
2.27.56.128/25,2634021,2635167,,0,0,CT5,51.3627,1.0201,10,
2.27.57.0/24,2639912,2635167,,0,0,PR3,53.8139,-2.7322,100,
2.27.58.0/25,2639828,2635167,,0,0,LL53,52.8867,-4.4141,10,
2.27.58.128/25,2639577,2635167,,0,0,RG8,51.5137,-1.1388,5,
2.27.59.0/25,2633771,2635167,,0,0,PE13,52.6667,0.1667,10,
2.27.59.128/25,2634341,2635167,,0,0,W2,51.5116,-0.1956,5,
2.27.60.0/24,2656531,2635167,,0,0,BT54,55.2044,-6.2430,20,
2.27.61.0/25,2650096,2635167,,0,0,CH65,53.2797,-2.9128,5,
2.27.61.128/25,2648579,2635167,,0,0,G74,55.7667,-4.1667,5,
2.27.62.0/25,2656192,2635167,,0,0,RG21,51.2604,-1.0825,5,
2.27.62.128/25,2647937,2635167,,0,0,SE18,51.4970,0.0685,5,
2.27.63.0/25,2639845,2635167,,0,0,RM19,51.4888,0.2426,5,
2.27.63.128/25,2656295,2635167,,0,0,NW4,51.6000,-0.2167,5,
2.27.64.0/25,2649622,2635167,,0,0,ME13,51.3182,0.8852,5,
2.27.64.128/25,2638187,2635167,,0,0,TN14,51.2955,0.1347,5,
2.27.65.0/24,3333200,2635167,,0,0,SE15,51.4647,-0.0509,5,
2.27.66.0/24,2644668,2635167,,0,0,LE5,52.6513,-1.0876,5,
2.27.67.0/24,2655689,2635167,,0,0,SG18,52.0850,-0.2683,10,
2.27.68.0/24,2653228,2635167,,0,0,CH1,53.1915,-2.8752,20,
2.27.69.0/25,2656161,2635167,,0,0,TN33,50.9200,0.4966,5,
2.27.69.128/25,2646268,2635167,,0,0,TR16,50.2421,-5.2666,5,
2.27.70.0/24,2653915,2635167,,0,0,PA28,55.4258,-5.6076,20,
2.27.71.0/24,2645605,2635167,,0,0,KA3,55.6195,-4.4916,10,
2.27.72.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.73.0/24,2633563,2635167,,0,0,WR3,52.2265,-2.2246,10,
2.27.74.0/25,2647057,2635167,,0,0,CT6,51.3646,1.1299,5,
2.27.74.128/25,2633352,2635167,,0,0,YO31,53.9573,-1.0837,5,
2.27.75.0/25,2640677,2635167,,0,0,PA1,55.8319,-4.4322,5,
2.27.75.128/25,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.76.0/25,2642135,2635167,,0,0,ML1,55.7819,-4.0029,5,
2.27.76.128/25,2653266,2635167,,0,0,CM1,51.7335,0.4651,5,
2.27.77.0/24,2656281,2635167,,0,0,EX31,51.0798,-4.0675,100,
2.27.78.0/25,2644688,2635167,,0,0,LS10,53.7543,-1.5462,5,
2.27.78.128/25,3345437,2635167,,0,0,NW1,51.5415,-0.1445,5,
2.27.79.0/25,2639512,2635167,,0,0,NR10,52.7539,1.1152,10,
2.27.79.128/25,2634308,2635167,,0,0,BS23,51.3427,-2.9694,5,
2.27.80.0/25,2644556,2635167,,0,0,SE8,51.4781,-0.0279,5,
2.27.80.128/25,2638419,2635167,,0,0,YO12,54.2999,-0.4484,5,
2.27.81.0/25,2654579,2635167,,0,0,B61,52.3461,-2.0691,5,
2.27.81.128/25,2643697,2635167,,0,0,NG10,52.8996,-1.2714,5,
2.27.82.0/25,11552734,2635167,,0,0,E2,51.5415,-0.0601,5,
2.27.82.128/25,2648579,2635167,,0,0,G33,55.8857,-4.1510,5,
2.27.83.0/24,2648773,2635167,,0,0,NE88,54.9663,-1.6093,10,
2.27.84.0/24,2650657,2635167,,0,0,LU5,51.9367,-0.5100,5,
2.27.85.0/24,2636714,2635167,,0,0,E15,51.5329,-0.0050,5,
2.27.86.0/24,8581595,2635167,,0,0,N8,51.5827,-0.0901,5,
2.27.87.0/24,3333200,2635167,,0,0,SE15,51.4647,-0.0509,5,
2.27.88.0/25,3333200,2635167,,0,0,SE5,51.4743,-0.0928,5,
2.27.88.128/25,2642465,2635167,,0,0,MK12,52.0625,-0.8166,5,
2.27.89.0/25,2634202,2635167,,0,0,DT3,50.6077,-2.4593,5,
2.27.89.128/25,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.90.0/24,2653192,2635167,,0,0,PO20,50.7798,-0.7839,10,
2.27.91.0/24,2651500,2635167,,0,0,DA2,51.4324,0.2697,100,
2.27.92.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.93.0/24,2651123,2635167,,0,0,DN5,53.5541,-1.1302,10,
2.27.94.0/25,2653822,2635167,,0,0,CF24,51.4801,-3.1855,5,
2.27.94.128/25,2653228,2635167,,0,0,CH2,53.2642,-2.8174,5,
2.27.95.0/24,2647101,2635167,,0,0,RG9,51.5353,-0.8983,10,
2.27.96.0/24,2655603,2635167,,0,0,B8,52.4918,-1.8598,20,
2.27.97.0/24,2645456,2635167,,0,0,PE30,52.7511,0.3924,50,
2.27.98.0/24,2633771,2635167,,0,0,PE13,52.6667,0.1667,10,
2.27.99.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.100.0/25,2643339,2635167,,0,0,LU4,51.9276,-0.4968,5,
2.27.100.128/25,2643490,2635167,,0,0,NR33,52.4484,1.7387,5,
2.27.101.0/24,2638235,2635167,,0,0,YO8,53.7833,-1.0594,5,
2.27.102.0/24,2647984,2635167,,0,0,NR31,52.5826,1.7206,5,
2.27.103.0/24,2644668,2635167,,0,0,LE3,52.6181,-1.1804,50,
2.27.104.0/24,2651715,2635167,,0,0,G67,55.9500,-3.9833,5,
2.27.105.0/24,2656046,2635167,,0,0,MK42,52.1073,-0.4649,50,
2.27.106.0/24,2653947,2635167,,0,0,GU16,51.3035,-0.7199,5,
2.27.107.0/24,2654993,2635167,,0,0,BD1,53.7981,-1.7623,5,
2.27.108.0/25,2641599,2635167,,0,0,PO30,50.7023,-1.2973,5,
2.27.108.128/25,2633563,2635167,,0,0,WR1,52.1891,-2.2229,5,
2.27.109.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.110.0/24,2643558,2635167,,0,0,IG10,51.6486,0.0495,200,
2.27.111.0/24,2639563,2635167,,0,0,TS10,54.6047,-1.0649,5,
2.27.112.0/25,2651621,2635167,,0,0,RM8,51.5453,0.1356,5,
2.27.112.128/25,2644660,2635167,,0,0,WN7,53.4821,-2.5103,5,
2.27.113.0/24,2637546,2635167,,0,0,B90,52.4099,-1.8141,5,
2.27.114.0/25,2634838,2635167,,0,0,E17,51.5909,-0.0215,5,
2.27.114.128/25,2637268,2635167,,0,0,HX6,53.6995,-1.9246,5,
2.27.115.0/25,2654993,2635167,,0,0,BD13,53.8018,-1.8837,5,
2.27.115.128/25,2639912,2635167,,0,0,PR4,53.7970,-2.9305,5,
2.27.116.0/24,2636439,2635167,,0,0,BR8,51.3951,0.1724,200,
2.27.117.0/25,2641430,2635167,,0,0,NN5,52.2463,-0.9342,5,
2.27.117.128/25,2655095,2635167,,0,0,BH8,50.7626,-1.8142,5,
2.27.118.0/24,2644642,2635167,,0,0,IP16,52.2045,1.5715,100,
2.27.119.0/24,2657832,2635167,,0,0,AB11,57.1453,-2.0945,5,
2.27.120.0/24,2637861,2635167,,0,0,DA15,51.4409,0.0985,100,
2.27.121.0/24,2636071,2635167,,0,0,GL20,51.9960,-2.1583,5,
2.27.122.0/24,2635167,2635167,,0,0,,51.4964,-0.1224,200,
2.27.123.0/24,2646003,2635167,,0,0,N4,51.5708,-0.1033,5,
2.27.124.0/24,2643123,2635167,,0,0,M15,53.4809,-2.2374,5,
