network,autonomous_system_number,autonomous_system_organization
13.226.89.0/24,16509,AMAZON-02
13.226.90.0/23,16509,AMAZON-02
13.226.92.0/22,16509,AMAZON-02
13.226.96.0/21,16509,AMAZON-02
13.226.132.0/23,16509,AMAZON-02
13.226.134.0/24,16509,AMAZON-02
13.226.145.0/24,16509,AMAZON-02
13.226.146.0/23,16509,AMAZON-02
13.226.149.0/24,16509,AMAZON-02
13.226.152.0/21,16509,AMAZON-02
13.226.228.0/23,16509,AMAZON-02
13.226.230.0/24,16509,AMAZON-02
13.226.241.0/24,16509,AMAZON-02
13.226.242.0/23,16509,AMAZON-02
13.226.244.0/22,16509,AMAZON-02
13.226.248.0/21,16509,AMAZON-02
13.227.21.0/24,16509,AMAZON-02
13.227.22.0/24,16509,AMAZON-02
13.227.33.0/24,16509,AMAZON-02
13.227.65.0/24,16509,AMAZON-02
13.227.66.0/23,16509,AMAZON-02
13.227.68.0/24,16509,AMAZON-02
13.227.72.0/21,16509,AMAZON-02
13.227.85.0/24,16509,AMAZON-02
13.227.86.0/24,16509,AMAZON-02
13.227.97.0/24,16509,AMAZON-02
13.227.98.0/23,16509,AMAZON-02
13.227.100.0/24,16509,AMAZON-02
13.227.104.0/21,16509,AMAZON-02
13.227.133.0/24,16509,AMAZON-02
13.227.134.0/24,16509,AMAZON-02
13.227.145.0/24,16509,AMAZON-02
13.227.146.0/23,16509,AMAZON-02
13.227.148.0/23,16509,AMAZON-02
13.227.150.0/24,16509,AMAZON-02
13.227.152.0/21,16509,AMAZON-02
13.227.161.0/24,16509,AMAZON-02
13.227.162.0/23,16509,AMAZON-02
13.227.164.0/23,16509,AMAZON-02
13.227.166.0/24,16509,AMAZON-02
13.227.168.0/21,16509,AMAZON-02
13.227.177.0/24,16509,AMAZON-02
13.227.178.0/23,16509,AMAZON-02
13.227.180.0/23,16509,AMAZON-02
13.227.182.0/24,16509,AMAZON-02
13.227.184.0/21,16509,AMAZON-02
13.227.193.0/24,16509,AMAZON-02
13.227.194.0/23,16509,AMAZON-02
13.227.196.0/23,16509,AMAZON-02
13.227.198.0/24,16509,AMAZON-02
13.227.200.0/21,16509,AMAZON-02
13.227.209.0/24,16509,AMAZON-02
13.227.210.0/23,16509,AMAZON-02
13.227.212.0/23,16509,AMAZON-02
13.227.214.0/24,16509,AMAZON-02
13.227.216.0/21,16509,AMAZON-02
13.227.225.0/24,16509,AMAZON-02
13.227.226.0/23,16509,AMAZON-02
13.227.228.0/23,16509,AMAZON-02
13.227.230.0/24,16509,AMAZON-02
13.227.232.0/21,16509,AMAZON-02
13.227.241.0/24,16509,AMAZON-02
13.227.242.0/23,16509,AMAZON-02
13.227.248.0/21,16509,AMAZON-02
13.228.0.0/14,16509,AMAZON-02
13.232.0.0/13,16509,AMAZON-02
13.244.0.0/14,16509,AMAZON-02
13.248.0.0/14,16509,AMAZON-02
13.254.0.0/24,8075,MICROSOFT-CORP-MSN-AS-BLOCK
13.254.4.0/24,8075,MICROSOFT-CORP-MSN-AS-BLOCK
13.254.64.0/24,8075,MICROSOFT-CORP-MSN-AS-BLOCK
14.0.8.0/22,55391,"INTERNET MULTIFEED CO."
14.0.16.0/20,24088,"Hanoi Telecom Joint Stock Company - HCMC Branch"
14.0.33.0/24,54994,ML-1432-54994
14.0.34.0/23,54994,ML-1432-54994
14.0.36.0/22,54994,ML-1432-54994
14.0.40.0/21,54994,ML-1432-54994
14.0.48.0/22,54994,ML-1432-54994
14.0.52.0/23,54994,ML-1432-54994
14.0.54.0/24,54994,ML-1432-54994
14.0.56.0/21,54994,ML-1432-54994
14.0.64.0/21,38107,CDNetworks
14.0.72.0/22,38107,CDNetworks
14.0.76.0/23,38107,CDNetworks
14.0.78.0/24,152231,"Quantil, Inc. Korea"
14.0.79.0/24,54994,ML-1432-54994
14.0.80.0/20,38107,CDNetworks
14.0.96.0/20,38107,CDNetworks
14.0.112.0/20,54994,ML-1432-54994
14.0.128.0/17,38819,"HKCSL GPRS NETWORK"
14.1.4.0/22,55392,"INTERNET MULTIFEED CO."
14.1.8.0/21,10000,"Nagasaki Cable Media Inc."
14.1.16.0/22,45437,"Real World - The Core"
14.1.20.0/22,46844,SHARKTECH
14.1.28.0/22,63018,DEDICATED
14.1.32.0/19,45177,Devoli
14.1.64.0/22,14593,SPACEX-STARLINK
14.1.72.0/22,14593,SPACEX-STARLINK
14.1.78.0/23,14593,SPACEX-STARLINK
14.1.82.0/23,14593,SPACEX-STARLINK
14.1.84.0/22,14593,SPACEX-STARLINK
14.1.89.0/24,14593,SPACEX-STARLINK
14.1.91.0/24,14593,SPACEX-STARLINK
14.1.93.0/24,14593,SPACEX-STARLINK
14.1.94.0/23,14593,SPACEX-STARLINK
14.1.96.0/22,55933,"Cloudie Limited"
14.1.101.0/24,139009,"Windstream Communication Limited"
14.1.102.0/23,139009,"Windstream Communication Limited"
14.1.104.0/22,9541,"Cyber Internet Services Pvt Ltd."
14.1.112.0/22,45102,"Alibaba US Technology Co., Ltd."
14.1.116.0/22,134929,"ORANGE CITY INTERNET SERVICES PVT. LTD."
14.1.120.0/22,134881,"JLINK INDIA"
14.1.128.0/17,45960,"YTL COMMUNICATIONS SDN BHD"
14.2.0.0/17,7545,"TPG Telecom Limited"
14.2.128.0/18,7545,"TPG Telecom Limited"
14.2.192.0/20,7545,"TPG Telecom Limited"
14.2.208.0/20,4739,"Internode Pty Ltd"
14.2.224.0/19,4739,"Internode Pty Ltd"
14.3.0.0/16,4685,"Asahi Net"
14.4.0.0/14,17858,"LG POWERCOMM"
14.8.0.0/14,2516,"KDDI CORPORATION"
14.12.0.0/15,2516,"KDDI CORPORATION"
14.14.0.0/18,131927,"TV Matsumoto Cablevision"
14.14.64.0/19,131927,"TV Matsumoto Cablevision"
14.14.96.0/20,23624,"Chukai Television Co,.Ltd."
14.14.128.0/19,131933,"TAMA Television Co., Ltd"
14.14.160.0/19,131959,"YOU Communications Corporation"
14.14.192.0/18,131959,"YOU Communications Corporation"
14.15.0.0/19,131959,"YOU Communications Corporation"
14.15.32.0/20,131959,"YOU Communications Corporation"
14.15.64.0/21,24279,"SENDAI CATV CO.,LTD."
14.15.96.0/19,151387,"OMURA CABLE TELEVISION K.K."
14.16.0.0/15,4134,Chinanet
14.18.0.0/19,4134,Chinanet
14.18.32.0/19,135089,"China Telecom"
14.18.64.0/19,58466,"CHINANET Guangdong province network"
14.18.96.0/20,58466,"CHINANET Guangdong province network"
14.18.112.0/21,58466,"CHINANET Guangdong province network"
14.18.120.0/23,58466,"CHINANET Guangdong province network"
14.18.122.0/23,135089,"China Telecom"
14.18.124.0/22,135089,"China Telecom"
14.18.128.0/17,4134,Chinanet
14.19.0.0/16,4134,Chinanet
14.20.0.0/16,4134,Chinanet
14.21.0.0/20,4134,Chinanet
14.21.16.0/21,4134,Chinanet
14.21.24.0/22,140308,"CHINATELECOM Guangdong province Zhuhai 5G network"
14.21.28.0/22,4134,Chinanet
14.21.32.0/19,4134,Chinanet
14.21.64.0/20,4134,Chinanet
14.21.80.0/22,136199,"CHINANET Guangdong province Yuedong MAN network"
14.21.84.0/22,4134,Chinanet
14.21.88.0/21,4134,Chinanet
14.21.96.0/21,4134,Chinanet
14.21.104.0/24,136199,"CHINANET Guangdong province Yuedong MAN network"
14.21.105.0/24,4134,Chinanet
14.21.106.0/23,4134,Chinanet
14.21.108.0/22,4134,Chinanet
14.21.112.0/24,140308,"CHINATELECOM Guangdong province Zhuhai 5G network"
14.21.113.0/24,4134,Chinanet
14.21.114.0/23,4134,Chinanet
14.21.116.0/22,4134,Chinanet
14.21.120.0/21,4134,Chinanet
14.21.128.0/17,4134,Chinanet
14.22.0.0/20,4134,Chinanet
14.22.16.0/22,4134,Chinanet
14.22.20.0/22,135089,"China Telecom"
14.22.24.0/21,4134,Chinanet
14.22.32.0/22,4134,Chinanet
14.22.36.0/22,134763,"CHINANET Guangdong province network"
14.22.40.0/21,134763,"CHINANET Guangdong province network"
14.22.48.0/24,4134,Chinanet
14.22.49.0/24,135089,"China Telecom"
14.22.50.0/23,135089,"China Telecom"
14.22.52.0/22,135089,"China Telecom"
14.22.56.0/21,4813,"China TelecomGroup"
14.22.64.0/23,4813,"China TelecomGroup"
14.22.66.0/23,4134,Chinanet
14.22.68.0/24,135089,"China Telecom"
14.22.69.0/24,4134,Chinanet
14.22.70.0/23,135089,"China Telecom"
14.22.72.0/21,135089,"China Telecom"
14.22.80.0/20,135089,"China Telecom"
14.22.96.0/21,135089,"China Telecom"
14.22.104.0/22,135089,"China Telecom"
14.22.108.0/24,4134,Chinanet
14.22.109.0/24,135089,"China Telecom"
14.22.110.0/23,135089,"China Telecom"
14.22.112.0/22,135089,"China Telecom"
14.22.116.0/23,135089,"China Telecom"
14.22.118.0/23,58466,"CHINANET Guangdong province network"
14.22.120.0/22,58466,"CHINANET Guangdong province network"
14.22.124.0/22,135089,"China Telecom"
14.22.128.0/17,4134,Chinanet
14.23.0.0/16,4134,Chinanet
14.24.0.0/15,4134,Chinanet
14.26.0.0/17,134774,"CHINANET Guangdong province Shenzhen MAN network"
14.26.128.0/17,4134,Chinanet
14.27.0.0/16,4134,Chinanet
14.28.0.0/16,4134,Chinanet
14.29.0.0/22,135089,"China Telecom"
14.29.4.0/23,135089,"China Telecom"
14.29.6.0/23,4134,Chinanet
14.29.8.0/24,4134,Chinanet
14.29.9.0/24,135089,"China Telecom"
14.29.10.0/23,135089,"China Telecom"
14.29.12.0/22,135089,"China Telecom"
14.29.16.0/20,135089,"China Telecom"
14.29.32.0/19,4134,Chinanet
14.29.64.0/19,4134,Chinanet
14.29.96.0/22,4134,Chinanet
14.29.100.0/23,4134,Chinanet
14.29.102.0/24,135089,"China Telecom"
14.29.103.0/24,4134,Chinanet
14.29.104.0/21,4134,Chinanet
14.29.112.0/20,4134,Chinanet
14.29.128.0/17,4134,Chinanet
14.30.0.0/16,4134,Chinanet
14.31.0.0/21,4134,Chinanet
14.31.8.0/23,4134,Chinanet
14.31.10.0/24,135089,"China Telecom"
14.31.11.0/24,4134,Chinanet
14.31.12.0/23,4134,Chinanet
14.31.14.0/23,135089,"China Telecom"
14.31.16.0/20,134774,"CHINANET Guangdong province Shenzhen MAN network"
14.31.32.0/19,4134,Chinanet
14.31.64.0/18,4134,Chinanet
14.31.128.0/17,4134,Chinanet
14.32.0.0/20,4766,"Korea Telecom"
14.32.16.0/22,4766,"Korea Telecom"
14.32.20.0/23,4766,"Korea Telecom"
14.32.22.0/24,9696,"Oscar Enterprise"
14.32.23.0/24,4766,"Korea Telecom"
14.32.24.0/21,4766,"Korea Telecom"
14.32.32.0/21,4766,"Korea Telecom"
14.32.40.0/22,4766,"Korea Telecom"
14.32.44.0/23,4766,"Korea Telecom"
14.32.46.0/24,9696,"Oscar Enterprise"
14.32.47.0/24,4766,"Korea Telecom"
14.32.48.0/21,4766,"Korea Telecom"
14.32.56.0/23,4766,"Korea Telecom"
14.32.58.0/24,4766,"Korea Telecom"
14.32.59.0/24,9696,"Oscar Enterprise"
14.32.60.0/22,4766,"Korea Telecom"
14.32.64.0/20,4766,"Korea Telecom"
14.32.80.0/22,4766,"Korea Telecom"
14.32.84.0/24,9696,"Oscar Enterprise"
14.32.85.0/24,4766,"Korea Telecom"
14.32.86.0/23,4766,"Korea Telecom"
14.32.88.0/24,4766,"Korea Telecom"
14.32.89.0/24,9696,"Oscar Enterprise"
14.32.90.0/23,4766,"Korea Telecom"
14.32.92.0/22,4766,"Korea Telecom"
14.32.96.0/19,4766,"Korea Telecom"
14.32.128.0/17,4766,"Korea Telecom"
14.33.0.0/17,4766,"Korea Telecom"
14.33.128.0/18,4766,"Korea Telecom"
14.33.192.0/21,4766,"Korea Telecom"
14.33.200.0/23,4766,"Korea Telecom"
14.33.202.0/24,4766,"Korea Telecom"
14.33.203.0/24,10167,"HANVIT BANK"
14.33.204.0/22,4766,"Korea Telecom"
14.33.208.0/20,4766,"Korea Telecom"
14.33.224.0/19,4766,"Korea Telecom"
14.34.0.0/21,4766,"Korea Telecom"
14.34.8.0/21,9578,Cheiljedang.Co.Inc.
14.34.16.0/20,4766,"Korea Telecom"
14.34.32.0/19,4766,"Korea Telecom"
14.34.64.0/19,4766,"Korea Telecom"
14.34.96.0/21,4766,"Korea Telecom"
14.34.104.0/22,4766,"Korea Telecom"
14.34.108.0/23,4766,"Korea Telecom"
14.34.110.0/24,9638,"National Agricultural Cooperative federation"
14.34.111.0/24,4766,"Korea Telecom"
14.34.112.0/20,4766,"Korea Telecom"
14.34.128.0/20,4766,"Korea Telecom"
14.34.144.0/21,4766,"Korea Telecom"
14.34.152.0/22,4766,"Korea Telecom"
14.34.156.0/24,38697,"Hankyong National Univercity"
14.34.157.0/24,4766,"Korea Telecom"
14.34.158.0/23,4766,"Korea Telecom"
14.34.160.0/19,4766,"Korea Telecom"
14.34.192.0/18,4766,"Korea Telecom"
14.35.0.0/20,4766,"Korea Telecom"
14.35.16.0/21,4766,"Korea Telecom"
14.35.24.0/22,4766,"Korea Telecom"
14.35.28.0/24,131862,"Nonghyup Property and Casualty Insurance Co.,Ltd"
14.35.29.0/24,4766,"Korea Telecom"
14.35.30.0/23,4766,"Korea Telecom"
14.35.32.0/19,4766,"Korea Telecom"
14.35.64.0/18,4766,"Korea Telecom"
14.35.128.0/19,4766,"Korea Telecom"
14.35.160.0/20,4766,"Korea Telecom"
14.35.176.0/22,4766,"Korea Telecom"
14.35.180.0/23,4766,"Korea Telecom"
14.35.182.0/24,45404,"SHINHAN LIFE INSURANCE CO.,LTD."
14.35.183.0/24,4766,"Korea Telecom"
14.35.184.0/21,4766,"Korea Telecom"
14.35.192.0/21,46009,YABESK
14.35.200.0/21,4766,"Korea Telecom"
14.35.208.0/20,4766,"Korea Telecom"
14.35.224.0/19,4766,"Korea Telecom"
14.36.0.0/19,4766,"Korea Telecom"
14.36.32.0/24,9530,"SHINSEGAE I C Co., Ltd."
14.36.33.0/24,4766,"Korea Telecom"
14.36.34.0/23,4766,"Korea Telecom"
14.36.36.0/22,4766,"Korea Telecom"
14.36.40.0/21,4766,"Korea Telecom"
14.36.48.0/20,4766,"Korea Telecom"
14.36.64.0/18,4766,"Korea Telecom"
14.36.128.0/18,4766,"Korea Telecom"
14.36.192.0/20,4766,"Korea Telecom"
14.36.208.0/23,23554,"Shinhan Bank"
14.36.210.0/24,23554,"Shinhan Bank"
14.36.211.0/24,9703,"Shinhan Bank"
14.36.212.0/24,18032,"SHINHAN DS"
14.36.213.0/24,4766,"Korea Telecom"
14.36.214.0/23,4766,"Korea Telecom"
14.36.216.0/21,4766,"Korea Telecom"
14.36.224.0/19,4766,"Korea Telecom"
14.37.0.0/20,4766,"Korea Telecom"
14.37.16.0/21,4766,"Korea Telecom"
14.37.24.0/23,4766,"Korea Telecom"
14.37.26.0/24,152295,Celltrion
14.37.27.0/24,4766,"Korea Telecom"
14.37.28.0/22,4766,"Korea Telecom"
14.37.32.0/19,4766,"Korea Telecom"
14.37.64.0/18,4766,"Korea Telecom"
14.37.128.0/17,4766,"Korea Telecom"
14.38.0.0/18,4766,"Korea Telecom"
14.38.64.0/19,4766,"Korea Telecom"
14.38.96.0/21,4766,"Korea Telecom"
14.38.104.0/24,38697,"Hankyong National Univercity"
14.38.105.0/24,4766,"Korea Telecom"
14.38.106.0/23,4766,"Korea Telecom"
14.38.108.0/22,4766,"Korea Telecom"
14.38.112.0/20,4766,"Korea Telecom"
14.38.128.0/17,4766,"Korea Telecom"
14.39.0.0/17,4766,"Korea Telecom"
14.39.128.0/19,4766,"Korea Telecom"
14.39.160.0/24,4766,"Korea Telecom"
14.39.161.0/24,9322,"Institute of Information and Computing, EWHA WOMANS UNIV."
14.39.162.0/23,4766,"Korea Telecom"
14.39.164.0/22,4766,"Korea Telecom"
14.39.168.0/21,4766,"Korea Telecom"
14.39.176.0/20,4766,"Korea Telecom"
14.39.192.0/20,4766,"Korea Telecom"
14.39.208.0/22,4766,"Korea Telecom"
14.39.212.0/24,4766,"Korea Telecom"
14.39.213.0/24,9967,kbcard
14.39.214.0/24,4766,"Korea Telecom"
14.39.215.0/24,38124,"iM DS Co.,Ltd."
14.39.216.0/21,4766,"Korea Telecom"
14.39.224.0/19,4766,"Korea Telecom"
14.40.0.0/16,4766,"Korea Telecom"
14.41.0.0/23,4766,"Korea Telecom"
14.41.2.0/24,55615,DOUZONEBIZON
14.41.3.0/24,4766,"Korea Telecom"
14.41.4.0/22,4766,"Korea Telecom"
14.41.8.0/21,4766,"Korea Telecom"
14.41.16.0/20,4766,"Korea Telecom"
14.41.32.0/20,4766,"Korea Telecom"
14.41.48.0/22,4766,"Korea Telecom"
14.41.52.0/23,4766,"Korea Telecom"
14.41.54.0/24,4766,"Korea Telecom"
14.41.55.0/24,55615,DOUZONEBIZON
14.41.56.0/23,4766,"Korea Telecom"
14.41.58.0/24,55615,DOUZONEBIZON
14.41.59.0/24,4766,"Korea Telecom"
14.41.60.0/24,55615,DOUZONEBIZON
14.41.61.0/24,4766,"Korea Telecom"
14.41.62.0/23,4766,"Korea Telecom"
14.41.64.0/18,4766,"Korea Telecom"
14.41.128.0/17,4766,"Korea Telecom"
14.42.0.0/18,4766,"Korea Telecom"
14.42.64.0/20,4766,"Korea Telecom"
14.42.80.0/22,4766,"Korea Telecom"
14.42.84.0/23,4766,"Korea Telecom"
14.42.86.0/24,10190,"Joongbu University"
14.42.87.0/24,4766,"Korea Telecom"
14.42.88.0/21,4766,"Korea Telecom"
14.42.96.0/19,4766,"Korea Telecom"
14.42.128.0/17,4766,"Korea Telecom"
14.43.0.0/16,4766,"Korea Telecom"
14.44.0.0/18,4766,"Korea Telecom"
14.44.64.0/19,4766,"Korea Telecom"
14.44.96.0/20,4766,"Korea Telecom"
14.44.112.0/20,9708,"Pukyong National University"
14.44.128.0/17,4766,"Korea Telecom"
14.45.0.0/16,4766,"Korea Telecom"
14.46.0.0/16,4766,"Korea Telecom"
14.47.0.0/18,4766,"Korea Telecom"
14.47.64.0/19,4766,"Korea Telecom"
14.47.96.0/20,4766,"Korea Telecom"
14.47.112.0/22,4766,"Korea Telecom"
14.47.116.0/23,4766,"Korea Telecom"
14.47.118.0/24,4766,"Korea Telecom"
14.47.119.0/24,9684,"HANWHA Corp. Information Service div."
14.47.120.0/24,9684,"HANWHA Corp. Information Service div."
14.47.121.0/24,4766,"Korea Telecom"
14.47.122.0/23,4766,"Korea Telecom"
14.47.124.0/22,4766,"Korea Telecom"
14.47.128.0/23,4766,"Korea Telecom"
14.47.130.0/24,38705,"KOREA DATA"
14.47.131.0/24,4766,"Korea Telecom"
14.47.132.0/22,4766,"Korea Telecom"
14.47.136.0/21,4766,"Korea Telecom"
14.47.144.0/20,4766,"Korea Telecom"
14.47.160.0/19,4766,"Korea Telecom"
14.47.192.0/18,4766,"Korea Telecom"
14.48.0.0/16,4766,"Korea Telecom"
14.49.0.0/20,4766,"Korea Telecom"
14.49.16.0/22,4766,"Korea Telecom"
14.49.20.0/23,4766,"Korea Telecom"
14.49.22.0/24,4040,"Korea Telecom"
14.49.23.0/24,4766,"Korea Telecom"
14.49.24.0/21,4766,"Korea Telecom"
14.49.32.0/19,4766,"Korea Telecom"
14.49.64.0/18,4766,"Korea Telecom"
14.49.128.0/18,4766,"Korea Telecom"
14.49.192.0/24,38674,"NLCS Jeju"
14.49.193.0/24,4766,"Korea Telecom"
14.49.194.0/23,4766,"Korea Telecom"
14.49.196.0/22,4766,"Korea Telecom"
14.49.200.0/21,4766,"Korea Telecom"
14.49.208.0/20,4766,"Korea Telecom"
14.49.224.0/21,17578,"CHEJU HALLA UNIVERSITY"
14.49.232.0/22,17578,"CHEJU HALLA UNIVERSITY"
14.49.236.0/22,4766,"Korea Telecom"
14.49.240.0/20,4766,"Korea Telecom"
14.50.0.0/18,4766,"Korea Telecom"
14.50.64.0/22,4766,"Korea Telecom"
14.50.68.0/23,4766,"Korea Telecom"
14.50.70.0/23,152204,"JW Holdings"
14.50.72.0/24,152204,"JW Holdings"
14.50.73.0/24,4766,"Korea Telecom"
14.50.74.0/23,4766,"Korea Telecom"
14.50.76.0/22,4766,"Korea Telecom"
14.50.80.0/20,4766,"Korea Telecom"
14.50.96.0/19,4766,"Korea Telecom"
14.50.128.0/19,4766,"Korea Telecom"
14.50.160.0/20,4766,"Korea Telecom"
14.50.176.0/20,10176,"Daejon Metropolitan Office of Education"
14.50.192.0/20,10176,"Daejon Metropolitan Office of Education"
14.50.208.0/20,4766,"Korea Telecom"
14.50.224.0/20,4766,"Korea Telecom"
14.50.240.0/21,4766,"Korea Telecom"
14.50.248.0/21,10176,"Daejon Metropolitan Office of Education"
14.51.0.0/16,4766,"Korea Telecom"
14.52.0.0/20,4766,"Korea Telecom"
14.52.16.0/21,4766,"Korea Telecom"
14.52.24.0/22,4766,"Korea Telecom"
14.52.28.0/23,4766,"Korea Telecom"
14.52.30.0/24,4766,"Korea Telecom"
14.52.31.0/24,45407,"DONGWON INDUSTRIES"
14.52.32.0/21,4766,"Korea Telecom"
14.52.40.0/22,4766,"Korea Telecom"
14.52.44.0/23,4766,"Korea Telecom"
14.52.46.0/24,4766,"Korea Telecom"
14.52.47.0/24,9638,"National Agricultural Cooperative federation"
14.52.48.0/20,4766,"Korea Telecom"
14.52.64.0/18,4766,"Korea Telecom"
14.52.128.0/21,4766,"Korea Telecom"
14.52.136.0/24,9638,"National Agricultural Cooperative federation"
14.52.137.0/24,4766,"Korea Telecom"
14.52.138.0/23,4766,"Korea Telecom"
14.52.140.0/22,4766,"Korea Telecom"
14.52.144.0/20,4766,"Korea Telecom"
14.52.160.0/19,4766,"Korea Telecom"
14.52.192.0/21,4766,"Korea Telecom"
14.52.200.0/22,4766,"Korea Telecom"
14.52.204.0/23,4766,"Korea Telecom"
14.52.206.0/24,4766,"Korea Telecom"
14.52.207.0/24,9638,"National Agricultural Cooperative federation"
14.52.208.0/20,4766,"Korea Telecom"
14.52.224.0/19,4766,"Korea Telecom"
14.53.0.0/17,4766,"Korea Telecom"
14.53.128.0/19,4766,"Korea Telecom"
14.53.160.0/20,4766,"Korea Telecom"
14.53.176.0/23,4766,"Korea Telecom"
14.53.178.0/23,38417,"Gyeonggi Province Gapyeong office of Education"
14.53.180.0/22,4766,"Korea Telecom"
14.53.184.0/21,4766,"Korea Telecom"
14.53.192.0/18,4766,"Korea Telecom"
14.54.0.0/16,4766,"Korea Telecom"
14.55.0.0/18,4766,"Korea Telecom"
14.55.64.0/24,4766,"Korea Telecom"
14.55.65.0/24,45972,"KOREA LAND AND GEOSPATIAL INFORMATIX CORPORATION"
14.55.66.0/24,4766,"Korea Telecom"
14.55.67.0/24,45972,"KOREA LAND AND GEOSPATIAL INFORMATIX CORPORATION"
14.55.68.0/24,4766,"Korea Telecom"
14.55.69.0/24,45972,"KOREA LAND AND GEOSPATIAL INFORMATIX CORPORATION"
14.55.70.0/23,38692,"Jeonbuk State office of Education Future Education Research Institute"
14.55.72.0/23,38692,"Jeonbuk State office of Education Future Education Research Institute"
14.55.74.0/23,4766,"Korea Telecom"
14.55.76.0/22,4766,"Korea Telecom"
14.55.80.0/20,4766,"Korea Telecom"
14.55.96.0/19,4766,"Korea Telecom"
14.55.128.0/17,4766,"Korea Telecom"
14.56.0.0/17,4766,"Korea Telecom"
14.56.128.0/20,4766,"Korea Telecom"
14.56.144.0/21,4766,"Korea Telecom"
14.56.152.0/23,4790,"Chosun ilbo Inc."
14.56.154.0/23,4766,"Korea Telecom"
14.56.156.0/22,4766,"Korea Telecom"
14.56.160.0/19,4766,"Korea Telecom"
14.56.192.0/18,4766,"Korea Telecom"
14.57.0.0/16,4766,"Korea Telecom"
14.58.0.0/15,4766,"Korea Telecom"
14.60.0.0/15,4766,"Korea Telecom"
14.62.0.0/16,4766,"Korea Telecom"
14.63.0.0/20,4766,"Korea Telecom"
14.63.16.0/22,4766,"Korea Telecom"
14.63.20.0/24,4766,"Korea Telecom"
14.63.21.0/24,3976,"I.Net Technologies Inc."
14.63.22.0/23,4766,"Korea Telecom"
14.63.24.0/21,4766,"Korea Telecom"
14.63.32.0/19,4766,"Korea Telecom"
14.63.64.0/19,4766,"Korea Telecom"
14.63.96.0/20,4766,"Korea Telecom"
14.63.112.0/21,4766,"Korea Telecom"
14.63.120.0/22,4766,"Korea Telecom"
14.63.124.0/23,4766,"Korea Telecom"
14.63.126.0/24,4766,"Korea Telecom"
14.63.127.0/24,38683,"National Electoin Commission"
14.63.128.0/19,4766,"Korea Telecom"
14.63.160.0/20,4766,"Korea Telecom"
14.63.176.0/21,4766,"Korea Telecom"
14.63.184.0/23,4766,"Korea Telecom"
14.63.186.0/24,4766,"Korea Telecom"
14.63.187.0/24,152232,"kt cloud Co., Ltd"
14.63.188.0/24,152232,"kt cloud Co., Ltd"
14.63.189.0/24,4766,"Korea Telecom"
14.63.190.0/23,4766,"Korea Telecom"
14.63.192.0/18,4766,"Korea Telecom"
14.64.0.0/11,4766,"Korea Telecom"
14.96.1.0/24,17762,"Tata Teleservices Maharashtra Ltd"
14.96.8.0/21,45820,"Tata Teleservices ISP AS"
14.96.24.0/21,137076,"TTSL-ISP DIVISION"
14.96.32.0/22,137076,"TTSL-ISP DIVISION"
14.96.36.0/23,137076,"TTSL-ISP DIVISION"
14.96.40.0/23,137076,"TTSL-ISP DIVISION"
14.96.44.0/23,137076,"TTSL-ISP DIVISION"
14.96.48.0/20,45820,"Tata Teleservices ISP AS"
14.96.72.0/21,45820,"Tata Teleservices ISP AS"
14.96.80.0/20,134540,"Tata Teleservices Maharashtra Ltd"
14.96.96.0/20,134540,"Tata Teleservices Maharashtra Ltd"
14.96.128.0/19,45820,"Tata Teleservices ISP AS"
14.96.160.0/20,45820,"Tata Teleservices ISP AS"
14.96.180.0/23,45820,"Tata Teleservices ISP AS"
14.96.182.0/24,45820,"Tata Teleservices ISP AS"
14.96.184.0/21,45820,"Tata Teleservices ISP AS"
14.96.192.0/20,17762,"Tata Teleservices Maharashtra Ltd"
14.96.208.0/21,17762,"Tata Teleservices Maharashtra Ltd"
14.96.216.0/21,45820,"Tata Teleservices ISP AS"
14.96.224.0/19,45820,"Tata Teleservices ISP AS"
14.97.0.0/20,45820,"Tata Teleservices ISP AS"
14.97.16.0/22,45820,"Tata Teleservices ISP AS"
14.97.20.0/24,55740,"TTSL-ISP DIVISION"
14.97.21.0/24,45820,"Tata Teleservices ISP AS"
14.97.22.0/23,45820,"Tata Teleservices ISP AS"
14.97.24.0/21,45820,"Tata Teleservices ISP AS"
14.97.32.0/20,45820,"Tata Teleservices ISP AS"
14.97.48.0/24,55740,"TTSL-ISP DIVISION"
14.97.49.0/24,45820,"Tata Teleservices ISP AS"
14.97.50.0/23,45820,"Tata Teleservices ISP AS"
14.97.52.0/22,45820,"Tata Teleservices ISP AS"
14.97.56.0/21,45820,"Tata Teleservices ISP AS"
14.97.64.0/18,45820,"Tata Teleservices ISP AS"
14.97.128.0/17,45820,"Tata Teleservices ISP AS"
14.98.0.0/17,45820,"Tata Teleservices ISP AS"
14.98.128.0/18,45820,"Tata Teleservices ISP AS"
14.98.192.0/19,45820,"Tata Teleservices ISP AS"
14.98.224.0/20,45820,"Tata Teleservices ISP AS"
14.98.240.0/21,45820,"Tata Teleservices ISP AS"
14.98.248.0/22,45820,"Tata Teleservices ISP AS"
14.98.252.0/23,45820,"Tata Teleservices ISP AS"
14.98.254.0/24,45820,"Tata Teleservices ISP AS"
14.99.0.0/19,45820,"Tata Teleservices ISP AS"
14.99.32.0/20,45820,"Tata Teleservices ISP AS"
14.99.48.0/23,45820,"Tata Teleservices ISP AS"
14.99.52.0/22,45820,"Tata Teleservices ISP AS"
14.99.56.0/21,45820,"Tata Teleservices ISP AS"
